SLUG,SYMBOL,NAME
 dollar-on-chain,DOC, Dollar on Chain
 kingswap,$KING, King Swap
 stacy,STACY, Stacy
 mars-network,MARS, Mars Network
 cryptochrome,CHM, Cryptochrome
 sergs,SERGS, SERGS
 fiola,FLA, Fiola
 yearn-finance-bit2,YFB2, Yearn Finance Bit2
 yfi-mobi,YFIM, Yfi.mobi
 trade-win,TWI, Trade.win
 libartysharetoken,LST, Libartysharetoken
 future-cash-digital,FCD, Future-Cash Digital
 nyan-v2,NYAN-2, Nyan V2
 liquidefi,LIQUID, LIQUID
 cloudcoin,CCE, CloudCoin
 gard-governance-token,GGT, GARD Governance Token
 blueshare-token,BST1, Blueshare Token
 sav3token,SAV3, Sav3Token
 yfdfi-finance,YFD, Your Finance Decentralized
 swiss-finance,SWISS, swiss.finance
 tecracoin,TECRA, TECRA
 defhold,DEFO, DefHold
 qian-kun,KUN, Chemix Ecology Governance Token
 itchiro-games,JEM, Itchiro Games
 kp2r-network,KP2R, KP2R.Network
 biokkoin,BKKG, BIOKKOIN
 blackdragon,BDT, BlackDragon
 holdtowin,7ADD, HoldToWin
 yearn-loans-finance,YLFI, Yearn Loans Finance
 bullswap-exchange,BVL, Bullswap Exchange
 king-of-defi,KODX, KING OF DEFI
 money-of-tomorrow-today,MTTCOIN, Money of Tomorrow Today
 adventure-token,TWA, Adventure Token
 yearnagnostic-finance,YFIAG, YearnAgnostic Finance
 yfidapp,YFID, YFIDapp
 elite-swap,ELT, Elite Swap
 glox-finance,GLOX, Glox Finance
 netflix-tokenized-stock-bittrex,NFLX, Netflix tokenized stock Bittrex
 billibilli-tokenized-stock-bittrex,BILI, Billibilli tokenized stock Bittrex
 rank-token,RANK, Rank Token
 interfinex,IFEX, Interfinex
 venus-xrp,vXRP, Venus XRP
 xvix,XVIX, XVIX
 honey-token,HNY, Honey
 deflect,DEFLCT, Deflect
 pigx,PIGX, PIGX
 richlab-token,RLE, Richlab Token
 yield,YLD, Yield
 buy-sell,BSE, Buy-Sell
 predictz,PRDZ, Predictz
 mirrored-google,mGOOGL, Mirrored Google
 mediconnectuk,MEDI, MediconnectUk
 basis-dollar,BSD, Basis Dollar
 capital-finance,CAP, Capital.Finance
 rootkit-finance,ROOT, Rootkit Finance
 dappcents,DPC, DAPPCENTS
 unilock-network,UNL, unilock.network
 dynamic-set-dollar,DSD, Dynamic Set Dollar
 the-bank-coin,BANK, Bankcoin
 themis-oracle,MIS, Themis
 bitpower,BPP, Bitpower
 keep3r-bsc-network,KP3RB, Keep3r BSC Network
 mith-cash,MIC, MITH Cash
 utopia-genesis-foundation,UOP, Utopia Genesis Foundation
 ggdapp,GGTK, GGDApp
 polkainsure-finance,PIS, Polkainsure Finance
 action-coin,ACTN, Action Coin
 mantis,MNTIS, Mantis
 happinesstoken,HPS, HappinessToken
 delphi-chain-link,DCL, Delphi Chain Link
 playandlike,PAL, PlayAndLike
 venus-filecoin,vFIL, Venus Filecoin
 cheeseswap,CHS, CheeseSwap
 tronx-coin,TRONX, Tronx Coin
 dequant,DEQ, Dequant
 hithotx,HITX, Hithotx
 basis-dollar-share,BSDS, Basis Dollar Share
 passive-income,PSI, Passive Income
 payyoda,YOT, PayYoda
 isalcoin,ISAL, ISALCOIN
 zero-exchange,ZERO, Zero Exchange
 nydronia,NIA, Nydronia
 poc-blockchain,POC, POC Blockchain
 piedao-balanced-crypto-pie,BCP, PieDAO Balanced Crypto Pie
 eox,EOX, EOX
 armor-nxm,arNXM, Armor NXM
 xstable-protocol,XST, Xstable.Protocol
 interop,TROP, Interop
 blackberry-tokenized-stock-ftx,BB, BlackBerry tokenized stock FTX
 xnode,XNODE, XNODE
 phoswap,PHO, Phoswap
 petrachor,PTA, Petrachor
 unidexgas,UNDG, UniDexGas
 mp3,MP3, MP3
 rug-proof,RPT, Rug Proof
 chow-chow,CHOW, Chow Chow
 tama-egg-niftygotchi,TME, TAMA EGG NiftyGotchi
 pizzaswap,PIZZA, PizzaSwap
 yfbitcoin,YFBTC, YFBitcoin
 previse,PRVS, Previse
 deva-token,DEVA, DEVA TOKEN
 hyper-credit-network,HPAY, Hyper Credit Network
 shuttleone,SZO, ShuttleOne
 tcoin-token,TCO, Tcoin
 dexmex,DEXM, DexMex
 grapeswap,GRAPE, Grapeswap
 pub-finance,PINT, Pub Finance
 propersix,PSIX, ProperSix
 bigboys-industry,BBI, BigBoys Industry
 mirrored-airbnb-inc,mABNB, Mirrored Airbnb Inc
 mirrored-bitcoin,mBTC, Mirrored Bitcoin
 mirrored-ether,mETH, Mirrored Ether
 mirrored-facebook,mFB, Mirrored Facebook Inc
 mirrored-goldman-sachs,mGS, Mirrored Goldman Sachs Group Inc
 wault-finance,WAULT, Wault Finance (OLD)
 aave-enjin,aENJ, Aave Enjin
 aave-ethereum,aETH, Aave Ethereum
 moola,MLA, Moola
 stacker-ventures,STACK, Stacker Ventures
 nodestats,NS, Nodestats
 marsan-exchange-token,MRS, Marsan Exchange token
 kiwi-finance,KIWI, Kiwi Finance
 wanlink,WANLINK, wanLINK
 waneos,WANEOS, wanEOS
 wansushi,WANSUSHI, wanSUSHI
 wanuni,WANUNI, wanUNI
 vanci-finance,VANCII, VANCI FINANCE
 deor,DEOR, DEOR
 cad-coin,CADC, CAD Coin
 dextf-protocol,DEXTF, Domani Protocol
 yearnyfi-network,YNI, YEARNYFI NETWORK
 toshimon,TOSHI, Toshimon
 esportspro,ESPRO, EsportsPro
 exrt-network,EXRT, EXRT Network
 flashx-ultra,FSXU, FlashX Ultra
 dailyswap-token,DAILYS, DailySwap Token
 arro-social,ARRO, Arro Social
 eft-finance,EFT, EFT.finance
 ume-token,UME, UME Token
 mango-finance,MANGO, Mango Finance
 coffeeswap,COFFEE, CoffeeSwap
 ryi-unity,RYIU, RYI Unity
 cream-eth2,CRETH2, Cream ETH 2
 rare-pepe,RPEPE, Rare Pepe
 daily,DAILY, Daily
 memes-token,MEMES, Memes Token
 connectico,CON, Connectico
 saturnv-gold,SATVGv2, SaturnV Gold v2
 daohaus,HAUS, DAOhaus
 bit,BITS, Bit
 pilot,PTD, Pilot
 swirl-cash,SWIRL, Swirl Cash
 berryswap,BERRY, BerrySwap
 mero,MERO, Mero
 sting-defi,SDFI, Sting Defi
 zuz-protocol,ZUZ, ZUZ Protocol
 wasabix,WASABI, WasabiX
 cpcoin,CPC, CPCoin
 mixty-finance,MXF, Mixty Finance
 rougecoin,XRGE, RougeCoin
 phoenixdefi-finance,PNIX, PhoenixDefi.Finance
 yetucoin,YETU, Yetucoin
 shardingdao,SHD, ShardingDAO
 interest-bearing-dpi,BDPI, Interest Bearing Defi Pulse Index
 basketdao,BASK, BasketDAO
 linkflow-finance,LF, Linkflow Finance
 ampnet-asset-platform-and-exchange,AAPX, AMPnet Asset Platform and Exchange
 dark-matter,DMT, Dark Matter
 moon-stop,MNSTP, Moon Stop
 ziot-coin,ZIOT, ziot Coin
 wheat,WHEAT, WHEAT
 iqoniq-fanecosystem,IQQ, IQONIQ FanEcoSystem
 mofi-finance,MOFI, Mofi Finance
 one-get-coin,OGC, One Get Coin
 bitsz,BITSZ, Bitsz
 env-finance,ENV, ENV Finance
 grafeno,GFNC, GrafenoCoin
 crypto-excellence,CE, Crypto Excellence
 bixbcoin,BIXB, BIXBCOIN
 donkey,DONK, Donkey
 pandaswap,PND, PandaSwap
 claim,CLAIM, CLAIM
 charitas,CHAR, Charitas
 milktea-finance,MTF, Milktea.finance
 ethersocks,SOX, Ethersocks
 nftswaps,SWAPS, NFTSwaps
 babytoken,BABY, Babytoken
 venus-cardano,vADA, Venus Cardano
 nifdo-protocol,NFD, NIFDO Protocol
 pop,POP!, POP
 anti-lockdown,FREE, Anti-Lockdown
 hamtaro,HAMTARO, Hamtaro
 evolution-finance,EVN, Evolution Finance
 slam-token,SLAM, Slam Token (old)
 xbn-community-token,XBC, XBN Community Token
 wrapped-statera,WSTA, Wrapped Statera
 triforce-protocol,TFC, Triforce Protocol
 emblem,EMB, Emblem
 polkally,KALLY, Kally
 blocktyme,BTYM, Blocktyme
 parasset,ASET, Parasset
 upbnb,UPBNB, upBNB
 nadeshiko,NDSK, Nadeshiko
 nftcircle,NFTC, NFTCircle
 jomon-shiba,JSHIBA, Jomon Shiba
 jindoge,JINDOGE, Jindoge
 cold-finance,COLD, COLD FINANCE
 caramel-swap,MEL, Caramel Swap
 safezone,SAFEZONE, SafeZone
 palgold,PALG, PalGold
 atlantic-finance-token,ATFI, Atlantic Finance Token
 garudaswap,GARUDA, GarudaSwap
 deez-nuts,DEEZNUTS, Deez Nuts
 oviex,OVI, Oviex
 wenlambo,WENLAMBO, Wenlambo
 peacockcoin,PEKC, PEACOCKCOIN (BSC)
 fundum-capital,FND, Fundum Capital
 azeusx,AZX, AzeusX
 ybearswap,SBEAR, yBEARSwap
 chihuahua,HUA, Chihuahua
 american-shiba,USHIBA, American Shiba
 chihua-token,CHIHUA, Chihua Token
 baby-shark,SHARK, Baby Shark
 apehaven,APES, ApeHaven
 dick,DICK, Dick
 cerby-token,CERBY, Cerby Token
 safehamsters,SAFEHAMSTERS, SafeHamsters
 ilus-coin,ILUS, ILUS Coin
 matador-token,MTDR, Matador Token
 fire-token,FIRE, Fire Token
 nft-token-pilot,NFTP, NFT TOKEN PILOT
 sil-finance,SIL, SIL Finance
 erotica-token,EROTICA, Erotica
 dobermann,DOBE, Dobermann
 unified-society-quantum,USX, Unified Society Quantum
 pupper,PUP, Pupper
 mozart-finance,MELODY, Mozart Finance
 give-global,GIVE, GIVE GLOBAL
 eleven-finance,ELE, Eleven Finance
 catge-coin,CATGE, Catge coin
 safepizza,PIZZA, SafePizza
 sunder-goverance-token,Sunder, Sunder Goverance Token
 kombai-inu,KOMBAI, Kombai Inu
 global-defi,GDEFI, Global DeFi
 dao1,DAO1, DAO1
 star-foxx,FOXX, Star Foxx
 volatility-protocol-token,VOL, Volatility Protocol Token
 stopelon,STOPELON, Stopelon
 jomon-inu,JINU, Jomon Inu
 mammon,MMON, Mammon
 pancakefork-finance,CAKF, PancakeFork Finance
 cavapoo,CAVA, Cavapoo
 boombaby-io,BOOMB, BoomBaby.io
 curio-stable-coin,CSC, Curio Stable Coin
 king-arthur,BKING, King Arthur
 jejudoge,JEJUDOGE, Jejudoge
 shibby,SHIBBY, Shibby
 hyper-deflate,HDFL, Hyper Deflate
 xiasi-inu,XIASI, Xiasi Inu
 steel,STEEL, Steel
 night-life-crypto,NLIFE, Night Life Crypto
 jdi-yield,JDI, JDI Yield
 moonrise,MOONRISE, MoonRise
 coinswap-space,CSS, CoinSwap Space
 solarwind-token,SLW, SolarWind Token
 cherrypick,CHERRY, CherryPick
 mcs-token,MCS, MCS Token
 society-of-galactic-exploration,SGE, SOCIETY OF GALACTIC EXPLORATION
 turtle,TURTLE, Turtle
 olympus-token,OLYMPUS, OLYMPUS
 locklet,LKT, Locklet
 artys-world,ARTY, Arty's World
 scifi-index,SCIFI, SCIFI Index
 coinw-token,CWT, CoinW Token
 inari,INARI, Inari
 jetswap-finance,WINGS, Jetswap.finance
 zort,ZORT, ZORT
 zerogoki,REI, Zerogoki
 nafty,NAFTY, NAFTY
 unicly-genesis-mooncats-collection,UGMC, Unicly Genesis MoonCats Collection
 treasurekey,PIRATE, TreasureKey
 cbet-token,CBET, CBET Token
 safecap-token,SFC, SafeCap Token
 wolfystreetbets,WOLFY, Wolfystreetbets
 xxt-token,XXT, XXT-Token
 polkacipher,CPHR, PolkaCipher
 digies-coin,DIGS, Digies Coin
 safe-earn,SAFEARN, Safe Earn
 diamonds-alaska-malamuted,DAM, Diamonds Alaska Malamuted
 bitcoin-banana,BIBA, Bitcoin Banana
 military-finance,MIL, Military Finance
 projekt-diamond,DIAMND, Projekt Diamond
 gambler-shiba,GSHIBA, Gambler Shiba
 the-pablo-token,PABLO, The Pablo Token
 savebritney,SBRT, SaveBritney
 binamars,BMARS, Binamars
 foxy-equilibrium,Foxy, Foxy Equilibrium
 bimp-finance,BIMP, Bimp.Finance
 seeder-finance,LEAF, Seeder Finance
 rewards,RWD, Rewards
 archimedes,ACMD, Archimedes
 orange,ORG, Orange
 vicetoken,VICEX, ViceToken
 ethereum-eagle,EGL, Ethereum Eagle
 boost-coin,BOOST, Boost Coin
 baby-doug,BABYDOUG, Baby Doug
 maidcoin,$MAID, MaidCoin
 beast-token,BEAST, Beast Token
 afterback,AFTRBCK, AfterBack
 sphynx-network,SPH, Sphynx Network
 storage-area-network-anywhere,SANA, Storage Area Network Anywhere
 banketh,BANKETH, BankEth
 dragon-slayer,DRS, Dragon Slayer
 alinx,ALIX, AlinX
 cardswap,CSWAP, CardSwap
 covid-token,COVIDTOKEN, Covid Token
 peoples-punk,DDDD, People's Punk
 pinkslip-finance,PSLIP, Pinkslip Finance
 non-fungible-toke,TOKE, Non-Fungible TOKE
 minimals,MMS, Minimals
 nft-tech,NFTT, NFT Tech
 spectrum-token,SPEC, Spectrum Token
 punk-floor,FLOOR, PUNK Floor
 stable-uni,ONEUNI, Stable UNI
 wault-usd,WUSD, Wault USD
 mensa-protocol,MENSA, Mensa Protocol
 genesis-pool,GPOOL, Genesis Pool
 raid-token,RAID, Raid Token
 slink-labs,SLAB, SLINK LABS
 snap-token,SNAP, SNAP!
 kong-land,$CITIZEN, KONG Land
 shibarocket,SHIBAROCKET, ShibaRocket
 loterra,LOTA, LoTerra
 shebolleth-commerce,SBECOM, SheBollETH Commerce
 sona-network,SONA, Sona Network
 whalestreet-shrimp-token,$HRIMP, WhaleStreet $hrimp Token
 the-red-order,ORDR, The Red Order
 ledgity,LTY, Ledgity
 kranz-token,KRZ, Kranz Token
 babyboo,BABYBOO, BabyBoo
 hoopoe,HOOP, Hoopoe
 eternal-oasis,ETOS, Eternal Oasis
 pasv,PASV, PASV
 the-rare-antiquities-token,RAT, The Rare Antiquities Token
 afreum,AFR, Afreum
 myswap,MST, MySwap
 infinity-token,IT, Infinity Token
 gain-protocol,GAIN, Gain Protocol
 ape-x,APE-X, Ape-X
 arbinyan,NYAN, ArbiNYAN
 arbee-info,ARBYS, Arbys Token
 waiv-care,WAIV, WAIV Care
 arix,ARIX, Arix
 edufex,EDUX, Edufex
 carbon-finance,CARBON, Carbon Finance
 arbucks,BUCK, Arbucks
 arbidoge,ADOGE, Arbidoge
 solminter,SMRT, Solminter
 chihuahuax,CHIHUA, Chihuahuax
 phat-doge-givings,GIVING, Phat Doge Givings
 minerva-wallet,MIVA, Minerva Wallet
 kryza-network,KRN, KRYZA Network
 around-network,ART, Around Network
 arbifarm,AFARM, ArbiFarm
 nft-gallery,NFG, NFT Gallery
 cage,C4G3, CAGE
 soldate-token,DATE, SolDate Token
 lucky-unicorn-token,L99, Lucky Unicorn Token
 mud-guild-game,MGG, MUD Guild Game
 fal-rune---rune-game,FAL, FAL RUNE - Rune.Game
 carboneco,c0, CarbonEco
 kickstarter,KSR, Kickstarter
 ethereum-pro-new,EPRO, EPRO TOKEN
 bullish-af,BULLAF, Bullish AF
 amy-finance,AMY, Amy Finance
 ec-bet-network,ECN, Ecosystem Coin Network
 safemoon-avax,SAFEMOONA, SafeMoon-AVAX
 vpex-exchange,VPX, VPEX Exchange
 octaplex-network,PLX, Octaplex Network
 loki-variants-fan,VARIANTS, Loki Variants Fan
 digital-swis-franc,DSFR, Digital Swiss Franc
 ysoy-chain-farm,YSOY, ysoy chain farm
 zeropay-finance,ZEROPAY, Zeropay Finance
 xtra-token,XTRA, XTRA Token
 dfbtc,AOM, DFBTC
 community-doge-coin,CCDOGE, Community Doge Coin
 space-hamster,HAMS, Space Hamster
 save-cardano,SADA, SAVE CARDANO
 premiumblock,PRB, PremiumBlock
 flokifrunkpuppy-avax,FloFru, FlokiFrunkPuppy
 avanyan,ANYAN, AvaNyan
 solberry,SOLBERRY, SOLBERRY
 nezuko-inu,NEZUKO, Nezuko Inu
 luckypig,LuckyPig, LuckyPig
 dooit-token,DOO, DOOiT V2
 unity-protocol,UNITY, Unity Protocol
 magicland,MAGIC, Magic Token
 risq-protocol,RISQ, RISQ Protocol
 momento,MOMENTO, Momento
 miners-defi,MINERS, Miners Defi
 sewer-rat-social-club-chiz-token,CHIZ, Sewer Rat Social Club CHIZ Token
 baddest-alpha-ape-bundle,APED, Baddest Alpha Ape Bundle
 colawork,COLA, Colawork
 eblockstock,EBSO, eBlockStock
 project-dogex-v2,$DOGEX, Project DogeX
 tube2,TUBE2, ESWAP.TUBE
 lelouch-lamperouge,ZERO, Lelouch Lamperouge
 accesslauncher,ACX, ACCESSLAUNCHER
 chfry-finance,CHEESE, CheeseFry
 oculus-vision,OCV, Oculus Vision
 nami-inu,NAMI, Nami Inu
 token-tkx,TKX, Token X
 artwork-nft,ANFT, Artwork NFT
 delos-defi,DELOS, Delos Defi
 mirror-markk-token,mARKK, Mirror mARKK Token
 wrapped-curio-ferrari-f12tdf,WCT1, Wrapped Curio Ferrari F12tdf
 hashbit-blockchain,HBIT, HashBit BlockChain
 surge-inu,SURGE, Surge Inu
 unicandy,UCD, UniCandy
 inu-token,INU, INU Token
 ideanet-token,INET, Ideanet Token
 rewardscoin,RWSC, RewardsCoin
 uniarts,UART, UniArts
 solum,SOLUM, Solum
 red-floki,REDFLOKI, Red Floki
 futura-finance,FFT, Futura Finance
 imperial-obelisk,IMP, Imperial Obelisk
 trickle,H2O, Trickle
 coin-to-fish,CTFT, Coin To Fish
 persistence-staked-xprt,STKXPRT, Persistence Staked XPRT
 staked-olympus,SOHM, Staked Olympus
 klaygames,KLAYG, KlayGames
 moby-dick,WOT, Moby Dick
 huckleberry,FINN, Huckleberry
 desirenft,DESIRE, DesireNFT
 loop-finance,LOOP, Loop Finance
 nftsocial,NSC, NFTSocial
 rickmortydoxx,RICKMORTYDOXX, RickMortyDoxx
 gogeta-inu,GOGETA, Gogeta Inu
 naxar,BOXCH, Boxch
 nasa-doge,NASADOGE, Nasa Doge
 decentra-lotto,DELO, Decentra-Lotto
 valkyrie-protocol,VKR, Valkyrie Protocol
 rumito,RUTC, Rumito
 trade-fighter,TDF, Trade Fighter
 zilsurvey,SRV, zilSurvey
 axienomics,AXIN, Axienomics
 solarbeam,SOLAR, Solarbeam
 saja,SJA, Saja
 knoxedge,KNOX, KnoxDAO
 algebra,ALGB, Algebra
 automatic-network,AUMI, AutoMatic Network
 charizard-inu,CHARIZARD, Charizard Inu
 peanuts,PEANUTS, PEANUTS
 yukon,$YUKON, Yukon
 defisportscoin,DSC, DefiSportsCoin
 gamebox,GAMEBOX, Gamebox
 zilwall,ZWALL, ZilWall
 fantommoon,FMF, FantomMoon
 saitamax,SAITAX, SaitamaX
 sulgecoin,SUG, Sulgecoin
 picartnft,PANFT, PicArtNFT
 icecubes-finance,ICUBE, IceCubes Finance
 island-inu,ISLAINU, Island Inu
 gummy-bull-token,GUMMY, Gummy Bull Token
 pizza-pug-coin,PPUG, Pizza Pug Coin
 eiichiro-oda-inu,ODA, Eiichiro Oda Inu
 the-seed-farm,SEED, The Seed Farm
 kakashiinuv2,KKI, KakashiInuV2
 shibazilla,SHIBZ, ShibaZilla
 nerveflux,NERVE, NerveFlux
 moar-finance,MOAR, Moar Finance
 ponyo-inu,PONYO, Ponyo Impact
 shiba-watch,SHIBAW, Shiba Watch
 glorydoge,GLORYD, GloryDoge
 hexagon-pay,HXP, HEXAGON Pay
 cryptobay,BAY, CryptoBay
 squiddao,SQUID, SquidDao
 tractor-joe,TRACTOR, Tractor Joe
 fantom-cake,FATCAKE, Fantom Cake
 algopad,ALGOPAD, AlgoPad
 arrb-token,ARRB, Arrb Token
 baby-white-hamster,BWH, BABY WHITE HAMSTER
 ninja-fantasy-token,NFS, Ninja Fantasy Token
 dogeman,DGMAN, DogeMan
 nexus-protocol,PSI, Nexus Protocol
 hero-floki,HERO, Hero Floki
 novaxsolar,XSLR, NovaXSolar
 taichi,TAC, TaiChi
 babyxape,BABYX, BabyXape
 baby-floki-up,BFU, Baby Floki Up
 cardanoevo,CEVO, CardanoEvo
 sakura-neko,NEKO, Sakura Neko
 symbull,SYMBULL, Symbull
 little-tsuki-inu,LILTK, Little Tsuki Inu
 cockapoo,CPOO, Cockapoo
 oje-token,OJE, OJE Token
 solana-cum,SCUM, Solana CUM
 luminos-mining-protocol,LUMI, Luminos Mining Protocol
 bunscake,BSCAKE, Bunscake
 blockchain-adventurers-guild,BAG, Blockchain Adventurers Guild
 mensa,MSA, Mensa
 p2p-solutions-foundation,P2PS, P2P Solutions foundation
 island-doges,ISLAND, Island Doges
 onemoon,ONEMOON, ONEMOON
 shockwave-finance,WAVE, Shockwave Finance
 1swap,1SWAP, 1Swap
 shibamon,SHIBAMON, Shibamon
 dogus,DOGUS, DOGUS
 balisari,BST, Balisari
 miyazaki-inu,MIYAZAKI, Miyazaki Inu
 otter-finance,OTR, Otter Finance
 footballgo,FGSPORT, FootBallGo
 babyflokizilla,BABYFLOKIZILLA, BabyFlokiZilla
 x-ae-a-12,XAEA12, X AE A-12
 togashi-inu,TOGASHI, Togashi Inu
 ironman,IRONMAN, Ironman
 lizard-token,LIZARD, Lizard Token
 bork,BORK, Bork
 idoscan,IDOSCAN, Idoscan
 pirate-inu,PINU, Pirate Inu
 meta-shiba,MSHIBA, Meta Shiba
 doge-yellow-coin,DOGEY, Doge Yellow Coin
 defiville,ISLA, Defiville
 bali-social-integrated,BSI, Bali Social Integrated
 dickcoinmoon,DICK, Dickcoin
 hodler-heroes-nft,HHNFT, Hodler Heroes NFT
 doge-king,DOGEK, Doge King
 follow-token,FOLO, Follow Token
 ro-slayers,SLYR, RO Slayers
 binancedog,Bidog, Binancedog
 omicron,OMIC, Omicron
 meta-inu,METAINU, Meta Inu
 d-skyscraper,DSG, D-Skyscraper
 upper-swiss-franc,CHFU, Upper Swiss Franc
 lets-go-brandon,LGB, Let's Go Brandon
 optimus-cat,OPCAT, Optimus Cat
 dogebnb-org,DOGEBNB, DogeBNB.org
 united-doge-finance,UDOG, United Doge Finance
 mashima-inu,MASHIMA, Mashima Inu
 spookeletons-token,SPKL, Spookeletons Token
 ad-token,AD, ADToken
 inuyasha,INUYASHA, Inuyasha
 metaaxis,MTA, MetaAxis
 succor-coin,SUCCOR, Succor Coin
 n-word-pass,NWORDPASS, N-Word Pass
 spike-inu,SPKI, Spike Inu
 shiba-classic,SHIBAC, SHIBA CLASSIC
 low-float-gem,LFG, Low Float Gem
 quizdrop,QDROP, QuizDrop
 kittyshiba,KSHIBA, KittyShiba
 kimetsu-inu,KIMETSU, Kimetsu Inu
 panda-inu,PANDA, Panda Inu
 la-casa-de-papel,LCDP, La Casa De Papel
 foreverblast,FEB, ForeverBlast
 gm-coin,GM, GM ETH
 smugdoge,SMUG, SmugDoge
 reward-cycle,RC, Reward Cycle
 mishka-token,MISHKA, Mishka Token
 good-fire-token,GF, Good Fire Token
 baby-mind,BMND, Baby Mind
 magicbox,MBT, MagicBox
 shinchan-token,SHINNOSUKE, ShinChan Token
 probably-nothing,PN, Probably Nothing
 lustcoins,LUST, Lustcoins
 farmageddon,FG, Farmageddon
 meong-token,MEONG, MEONG TOKEN
 prelax-swap,PEAX, PRELAX SWAP
 armzlegends,PROT, ArmzLegends
 orbit-token,ORBIT, Orbit Token
 zillamatrix,ZMAX, ZillaMatrix
 we-love-gm,GM, we love gm
 avalanche-honeybee,A.BEE, Avalanche HoneyBee
 council-of-apes,COAPE, Council of Apes
 playersonly,PO, PlayersOnly
 anpanswap-token,ANPAN, AnpanSwap
 vibe-token,VIBE, Vibe Token
 tokenbook,TBK, TokenBook
 flesh-token,FLESH, Flesh Token
 axiedoge,AXSD, AxieDoge
 capitol,CPTL, Capitol
 undead-finance,UNDEAD, Undead Finance
 shiba-inu-billionaire,SHIBIB, Shiba Inu Billionaire
 zoints,ZEE, Zoints
 cryptomotorcycle,CMC, CryptoMotorcycle
 bnbeer,BNBEER, BNBeer
 sparrow-token,SPW, Sparrow Token
 feed-system,FEEDTK, FEED SYSTEM
 millionsy,MILLI, MILLIONSY
 official-crypto-cowboy-token,OCCT, Official Crypto Cowboy Token
 fiat-dao,FDT, FIAT DAO
 unity-network,UNT, Unity Network
 circlepod,CPX, Circlepod
 the-citadel,THECITADEL, The Citadel
 hamdan-coin,HMC, Hamdan Coin
 satoru-inu,SATO, Satoru Inu
 titania-token,TITANIA, Titania Token
 e-fun-token,EFUN, EFUN
 meta-inu-token,META, Meta Inu Token
 zuki,ZUKI, Zuki
 unbanked,UNBNK, Unbanked
 refugees-token,RFG, Refugees Token
 plateau-finance,PLT, Plateau Finance
 hero-inu,HEROS, Heros Token
 naruto-inu,NARUTO, Naruto Inu
 yearn-cash,YFIC, Yearn Cash
 srnartgallery-tokenized-arts,SISTA, srnArtGallery Tokenized Arts
 nftpunk,NFTPUNK2.0, NFTPunk
 splash-fun,SPLASH, Splash
 cca-coin,CCA, CCA Coin
 piggybankdao,PB, PIggyBankDAO
 project-one-whale,POW, Project: One Whale
 bnb-hero-token,BNBH, BNB Hero Token
 baby-meta,BABYMETA, Baby Meta
 banana-bucks,BAB, Banana Bucks
 buff-samo,BSAMO, Buff Samo
 baby-yooshi,BABY YOOSHI, Baby Yooshi
 goofydoge,GoofyDoge, GoofyDoge
 microverse,MVP, Microverse
 multi-chain-capital,MCC, Multi-Chain Capital [old]
 nfmonsters,NFMON, NFMonsters
 multi-farm-capital,MFC, Multi-Farm Capital
 oppa,OPPA, Oppa
 axus-coin-project,AXUS, Axus Coin Project
 8ight-finance,EIGHT, 8ight Finance
 solfina-protocol,SOLFI, SOLFINA PROTOCOL
 metaraca,METAR, MetaRaca
 mermaid,MERMAID, Mermaid
 alien-inu,ALIEN, Alien Inu
 carsautofinance,CAF, CarsAutoFinance
 lobby,LBY, Lobby
 crystal-pro,CRPRO, Crystal Pro
 firezard,ZARD, FireZard
 minisportzilla,MINISPORTZ, MiniSportZilla
 just-ape,APE, JUST $APE
 carbon-utility-token,CUT, Carbon Utility Token
 minibtc,MINIBTC, MiniBTC
 hatter,HATTER, Hatter
 zilladoge-token,ZILLADOGE, ZILLADOGE TOKEN
 snowballxyz,SNO, Snowball Snowbank
 arcane-token,ARCANE, Arcane Token
 shiba-light,SHIBT, SHIBA LIGHT
 stormbringer,STB, StormBringer
 timerr,TIMERR, Timerr
 lobis,LOBI, Lobis
 doggystyle-coin,DSC, DoggyStyle Coin
 flokipad,FLOKIPAD, FlokiPad
 angel-inu,ANGEL, Angel Inu
 regular-presale,REGU, Regular Presale
 stimmy,STIMMY, STIMMY
 dar,DDT, DAR
 pyroblock,PYR, Pyroblock
 wheat-token-avax,WHEAT, Wheat Token (AVAX)
 seamlessswap,SEAMLESS, SeamlessSwap
 swerve-protocol,SWERVE, SWERVE Protocol
 sheep-game,AWOOL, Sheep Game
 ghost-farmer-capital,GFC, Ghost Farmer Capital
 duo-2,DUO, Duo
 safe-drive,DRIVE, Safe Drive
 chives-coin,XCC, Chives Coin
 kujira,KUJI, Kujira
 metasafemoon,METASFM, MetaSafeMoon
 floki-metaverse,FLMT, FLOKI METAVERSE
 ginga-finance,GIN, Ginga Finance
 vari-stable-capital,VSC, Vari-Stable Capital
 king-samo,KSAMO, KING SAMO
 anchor-beth-token,BETH, Anchor bETH Token
 hbarpad,HBARP, HbarPad
 99defi-network,99DEFI, 99DEFI.NETWORK
 stakemoon,SMOON, Stakemoon
 punk-shiba,PUNKS, Punk Shiba
